timestamp,site_id,vpd_kpa,dew_point_c,heat_flag,frost_flag,waterlog_flag,dryspell_flag,disease_risk,sensor_issue_flag
2025-08-02 11:22:07+00:00,Ikorodu,4.1376447323037695,23.040811342980042,1,0,0,0,0.0,1
2025-08-02 11:22:17+00:00,Ikorodu,4.037210885012535,22.97692778405041,1,0,0,0,0.0,1
2025-08-02 11:22:28+00:00,Ikorodu,3.9600950735480764,22.999179581516305,1,0,0,1,0.0,1
2025-08-02 11:22:39+00:00,Ikorodu,3.8622336935551775,22.721884129647634,1,0,0,1,0.0,1
2025-08-02 11:22:50+00:00,Ikorodu,3.761679416236844,22.895735680914676,1,0,0,1,0.0,1
2025-08-02 11:23:01+00:00,Ikorodu,3.6945497971988033,22.666005635519934,1,0,0,1,0.0,1
2025-08-02 11:23:13+00:00,Ikorodu,3.630072488347166,23.048316734687642,1,0,0,1,0.0,1
2025-08-02 11:23:23+00:00,Ikorodu,3.5844785631154705,22.90655035033144,1,0,0,1,0.0,1
2025-08-02 11:23:34+00:00,Ikorodu,3.552588184440066,23.094217492097542,1,0,0,1,0.0,1
2025-08-02 11:23:46+00:00,Ikorodu,3.5650431793778004,22.81675710371571,1,0,0,1,0.0,1
2025-08-02 11:23:57+00:00,Ikorodu,3.482320704239554,22.697224219303546,1,0,0,1,0.0,1
2025-08-02 11:24:08+00:00,Ikorodu,3.4635985499156856,22.808849625047085,1,0,0,1,0.0,1
2025-08-02 11:24:19+00:00,Ikorodu,3.488797153414346,22.8616730563658,1,0,0,1,0.0,1
2025-08-02 11:24:30+00:00,Ikorodu,3.513896413510852,22.712294653727863,1,0,0,1,0.0,1
2025-08-02 11:24:41+00:00,Ikorodu,3.5204628328004275,22.877035158699123,1,0,0,1,0.0,1
2025-08-02 11:24:52+00:00,Ikorodu,3.495226540092181,23.02592884072847,1,0,0,1,0.0,1
2025-08-02 11:25:03+00:00,Ikorodu,3.507844686446304,22.951628377376792,1,0,0,1,0.0,1
2025-08-02 11:25:14+00:00,Ikorodu,3.488797153414346,22.8616730563658,1,0,0,1,0.0,1
2025-08-02 11:25:25+00:00,Ikorodu,3.5015356132692426,22.988815048586524,1,0,0,1,0.0,1
2025-08-02 11:25:36+00:00,Ikorodu,3.5267719059774896,22.839627986644402,1,0,0,1,0.0,1
2025-08-02 11:25:46+00:00,Ikorodu,3.532720858583231,22.59948076464867,1,0,0,1,0.0,1
2025-08-02 11:25:57+00:00,Ikorodu,3.5201712285349784,22.67476484852352,1,0,0,1,0.0,1
2025-08-02 11:26:08+00:00,Ikorodu,3.513896413510852,22.712294653727863,1,0,0,1,0.0,1
2025-08-02 11:26:18+00:00,Ikorodu,3.5201712285349784,22.67476484852352,1,0,0,1,0.0,1
2025-08-02 11:26:29+00:00,Ikorodu,3.501346783462599,22.787131387308495,1,0,0,1,0.0,1
2025-08-02 11:26:40+00:00,Ikorodu,3.5264460435591056,22.63716032597381,1,0,0,1,0.0,1
2025-08-02 11:26:51+00:00,Ikorodu,3.5650431793778004,22.81675710371571,1,0,0,1,0.0,1
2025-08-02 11:27:01+00:00,Ikorodu,3.5646263450398594,22.613617076826046,1,0,0,1,0.0,1
2025-08-02 11:27:12+00:00,Ikorodu,3.532720858583231,22.59948076464867,1,0,0,1,0.0,1
2025-08-02 11:27:23+00:00,Ikorodu,3.5076215984867254,22.749750060910753,1,0,0,1,0.0,1
2025-08-02 11:27:34+00:00,Ikorodu,3.482320704239554,22.697224219303546,1,0,0,1,0.0,1
2025-08-02 11:27:46+00:00,Ikorodu,3.4948021404554663,22.622439208608856,1,0,0,1,0.0,1
2025-08-02 11:27:57+00:00,Ikorodu,3.5010428585634226,22.584935336266312,1,0,0,1,0.0,1
2025-08-02 11:28:08+00:00,Ikorodu,3.5010428585634226,22.584935336266312,1,0,0,1,0.0,1
2025-08-02 11:28:19+00:00,Ikorodu,3.5072835766713792,22.547356794454995,1,0,0,1,0.0,1
2025-08-02 11:28:30+00:00,Ikorodu,3.532720858583231,22.59948076464867,1,0,0,1,0.0,1
2025-08-02 11:28:41+00:00,Ikorodu,3.558317271862798,22.651473822101618,1,0,0,1,0.0,1
2025-08-02 11:28:51+00:00,Ikorodu,3.5908566388505507,22.868792654579273,1,0,0,1,0.0,1
2025-08-02 11:29:03+00:00,Ikorodu,3.6296569214279617,22.84475050134017,1,0,0,1,0.0,1
2025-08-02 11:29:14+00:00,Ikorodu,3.682233118157915,22.94775275643552,1,0,0,1,0.0,1
2025-08-02 11:29:24+00:00,Ikorodu,3.7283210316656654,22.8836229496378,1,0,0,1,0.0,1
2025-08-02 11:29:35+00:00,Ikorodu,3.715284944142359,22.96065507662381,1,0,0,1,0.0,1
2025-08-02 11:29:46+00:00,Ikorodu,3.741357119188972,22.80627592238873,1,0,0,1,0.0,1
2025-08-02 11:29:56+00:00,Ikorodu,3.7674292942355847,22.650625974839297,1,0,0,1,0.0,1
2025-08-02 11:30:07+00:00,Ikorodu,3.7543932067122783,22.728611206320995,1,0,0,1,0.0,1
2025-08-02 11:30:19+00:00,Ikorodu,3.77478631315753,22.818017540349278,1,0,0,1,0.0,1
2025-08-02 11:30:30+00:00,Ikorodu,3.747875162950625,22.767483451219693,1,0,0,1,0.0,1
2025-08-02 11:30:41+00:00,Ikorodu,3.7551259677765008,22.934475366612997,1,0,0,1,0.0,1
2025-08-02 11:30:51+00:00,Ikorodu,3.7952752494014375,22.90742033458522,1,0,0,1,0.0,1
2025-08-02 11:31:02+00:00,Ikorodu,3.848984178311421,22.80084576456369,1,0,0,1,0.0,1
2025-08-02 11:31:13+00:00,Ikorodu,3.8698454283935004,22.890106897877697,1,0,0,1,0.0,1
2025-08-02 11:31:24+00:00,Ikorodu,3.9320606490926764,22.949807705848553,1,0,0,1,0.0,1
2025-08-02 11:31:34+00:00,Ikorodu,3.995108098254427,23.008417043316477,1,0,0,1,0.0,1
2025-08-02 11:31:45+00:00,Ikorodu,4.044053615326115,22.936566941212284,1,0,0,1,0.0,1
2025-08-02 11:31:56+00:00,Ikorodu,4.10163504342812,23.033403814195523,1,0,0,1,0.0,1
2025-08-02 11:32:06+00:00,Ikorodu,4.124966881114169,23.332880475894303,1,0,0,1,0.0,1
2025-08-02 11:32:17+00:00,Ikorodu,4.119045643939595,23.582998023716847,1,0,0,1,0.0,1
2025-08-02 11:32:28+00:00,Ikorodu,4.248701159991833,23.272924669827088,1,0,0,1,0.0,1
2025-08-02 11:32:39+00:00,Ikorodu,4.241596308553719,23.31409377700569,1,0,0,1,0.0,1
2025-08-02 11:32:49+00:00,Ikorodu,4.227386605677492,23.3961652036494,1,0,0,1,0.0,1
2025-08-02 11:33:00+00:00,Ikorodu,4.200082390201402,23.76968007878577,1,0,0,1,0.0,1
2025-08-02 11:33:11+00:00,Ikorodu,4.121509420316682,24.208628726127333,1,0,0,1,0.0,1
